marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date		helpful-helpless	vote%	bscore	tscore	lenth	total review				star_rating	total review																				
US	12820327	R2KJBNI5ET8EOH	B005GSZB9Q	771401205	"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white"	Major Appliances	5	1	2	N	Y	Great microwave for limited space	"I needed a small, compact microwave. This is perfect if you have limited counter space. The depth is good. It will hold a dinner plate but the interior height is shorter than a regular size microwave. This is because the controls are on the lower panel instead of on the side. The control buttons are simple but intuitive."	11/24/2013	20131124	0	1	1.148809524	1.821428571	2	3.239285714		20131124	14	5	3.239285714																				
US	41869585	RTB4XKNR64IPN	B004NXUJ60	523301568	microwave cavity paint 98qbp0302	Major Appliances	5	2	2	N	Y	Great purchase	This saved us from needing to buy a new microwave/ oven combo. Easy to use.  We used it to fix our microwave about 2 months ago and it's held up.	11/25/2013	20131125	2	1.002457002	1.424242424	4	1.5	4.852803214		20131125	15	5	4.852803214																				
US	23437175	R3GS3W6EZFWPHG	B004NXUJ60	523301568	microwave cavity paint 98qbp0302	Major Appliances	5	2	2	N	Y	Great microwave paint.	Very high quality product. This paint spayed right on with minimal dust and adhered right to the microwave for a smooth finish.	11/25/2013	20131125	2	1.002457002	1.079428571	4	1	3.131503824		20131125	16	5	3.131503824																				
US	17758900	R30KUFKP69IP4S	B00DUZ8LBW	930071734	ge microwave oven magnetron and diode kit om75p (10) part # wb27x10017	Major Appliances	5	1	1	N	Y	"Great price, well packaged."	"This Kenmore microwave eats microwave tubes like 1 every year. Since tubes are now made in far east, instead of by Raytheon, quality as dropped, I now expect to replace tube yearly and budget for it. It was nice to find a tube with diode (which has never failed) for such a great price."	11/26/2013	20131126	1	1.001228501	1.75	4	2	6.658169532		20131126	17	5	6.658169532																				
US	12255899	R9LMGPYGVQNVO	B005GSZB3M	109226352	whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave	Major Appliances	4	2	2	N	Y	Door does not always close properly	"Microwave works great and it is more powerful than we expected.  Keep in mind that we do not cook in it... we only use it to heat up drinks and some leftovers.  We like how easy it is to set time with just the 30 second button or the + button that adds 5 seconds at a time.  The only complain we have is that the door sometimes does not shut.  We need to push it up a little to get it to close.  Other than that, it was a great purchase for us"	11/29/2013	20131129	2	1.002457002	1.100378788	0	1.5	0.496387089		20131129	18	4	0.496387089																				
US	21732657	R2XW44NFWK28VD	B005GSZB7I	827502283	"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd"	Major Appliances	2	1	4	N	Y	Goodbye Whirlpool	"The beep is too loud, and the door rattles. Fixed the door rattle by lifting up the back with a folded 3 by 5 card. Good microwave oven for the near deaf. And the digital display is too bright in my studio apartment; I wanted a microwave oven, not a nightlight."	12/1/2013	20131201	-2	0.997542998	1.214285714	0	1.5	0.545085995		20131201	19	2	0.545085995																				
US	13690535	RUZ6RA77QFFFJ	B004NXUJ60	523301568	microwave cavity paint 98qbp0302	Major Appliances	5	1	1	N	Y	Did what it was supposed to do	Did the job. Great coverage. Made the inside of the microwave look almost brand new. Very satisfied.  Would purchase again	12/5/2013	20131205	1	1.001228501	2.643939394	0	1.5	1.191234364		20131205	20	5	1.191234364																				
US	2545830	R3D3W2L06AAT10	B005GSZB3M	109226352	whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave	Major Appliances	5	1	2	N	Y	best microwave	yeayy I love this microwave it takes such a small space in my tiny kitchen but it is huge inside !! it has popcorn button as well !!	12/13/2013	20131213	0	1	1.2265625	5	1	3.86796875		20131213	21	5	3.86796875																				
US	16188243	R1ZFQULWJM466U	B00009V3WT	459626087	sharp 1.1-cubic-foot 850-watt over-the-range convection microwaves	Major Appliances	5	1	1	N	Y	Excellent product	"I researched many microwaves for our needs, and this is the perfect unit. It is my second one, as the first I had special ordered to be delivered to a big box store, it arrived damaged. This one arrived fine, well packaged for the trip. It cooks evenly in the convection mode and as a microwave it is fabulous. It arrived when promised. I would definitely buy from this seller again."	12/17/2013	20131217	1	1.001228501	1.624338624	5	2	7.984399983		20131217	22	5	7.984399983																				
US	46716853	R363HPUGTG8OEH	B005GSZB7I	827502283	"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd"	Major Appliances	5	8	8	N	Y	Perfect microwave!	"As all the other reviews have said, the footprint of this microwave is fantastic. I can't believe other companies have not copied the shape of this microwave. I now have so much more room on my counter.<br />The only quirk that takes a little getting used to is not having number keys to punch in the time. The start button adds thirty seconds every time it's hit or you can add the + key to get a more accurate time. I always use my microwave for quick reheating so it's not a big deal to me. Worth getting used to for the extra space gained. Plus, it microwaves as quickly as its replacement even though the wattage is less."	12/18/2013	20131218	8	1.00982801	0.720833333	5	2	7.505546684		20131218	23	5	7.505546684																				
US	51675938	R1KSXYHP695BW8	B004NXUJ60	523301568	microwave cavity paint 98qbp0302	Major Appliances	5	0	1	N	Y	microwave paint	This is stuff. It really worked very well. It save me a great deal of money having to replace a microwave that still works very well. I highly recommend this product.	12/20/2013	20131220	-1	0.998771499	1.56	0	1.5	0.701137592		20131220	24	5	0.701137592																				
US	20820778	R2CSPP5VTVMCCL	B005GSZB9Q	771401205	"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white"	Major Appliances	4	1	1	N	Y	"Small and cute, does the job"	"This microwave is very cute (there's no other word to describe it!), and as promised is good for small spaces. It does seem to require more cook time than most microwaves I am used to, and sometimes it is a pain to have to keep holding the + sign to increase time, as opposed to just typing in the number. So far I have had no issues, and the unit is not very noisy at all which is nice."	12/23/2013	20131223	1	1.001228501	1.543402778	0.625	1	0.901627124		20131223	25	4	0.901627124																				
US	40124327	R3BHJIM18LRQ28	B005GSZB3M	109226352	whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave	Major Appliances	5	2	3	N	Y	perfect size	after reading either terrible or &#34;hit and miss&#34; reviews of other small footprint microwaves with &#34;handle doors&#34; rather than &#34;push button&#34; I came across this from Whirlpool..It had GREAT reviews so I tried it for our new granite countertop (didn't want to use up much space)... it is PERFECT!!	12/27/2013	20131227	1	1.001228501	0.543831169	5	1.5	5.5014743		20131227	26	5	5.5014743																				
US	14801190	R29ISUBYCJS9CZ	B005GSZB3M	109226352	whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave	Major Appliances	4	1	1	N	Y	"Hello, counter space!!!"	"Okay, it's not the most powerful thing ever, and there are a few things I would change about the design, but this little thing handles all my microwave needs and has freed up a significant amount of precious counter space in my very cramped kitchen."	1/3/2014	20140103	1	1.001228501	1.2421875	0	1.5	0.559671088		20140103	27	4	0.559671088	4	2.367960531																		
US	41724295	R2BDGE7CPY0IBD	B0055UBB4O	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	121	133	N	Y	fits the space	"We needed this size and the Danby works.  The controls are a little quirky, you have to put a &#34;0&#34; in front of the timer to set minutes but not all the time...  took some getting used to.  The only real design flaw is that, unlike most microwaves where you push a button and the door pops open, you have to pull the handle on this one.  And the machine is so small and light that you need two hand to open the door or the whole thing moves around and doesn't open.  This can be a pain.  But if you need this size, the cooking is fine."	1/6/2014	20140106	109	1.133906634	0.532986111	0	1.5	0.271960419		20140106	1	4	0.271960419																				
US	2210952	R1Y4S6T63WNKNI	B005GSZB3M	109226352	whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave	Major Appliances	5	2	2	N	Y	Nice Microwave w/glass turntable	"Chosen for it's size, this microwave is pretty perfect for us. We use it for simple warm ups and reheating. It works great.<br /><br />It is surprisingly very heavy. Arrived very well packaged.<br /><br />I love how it sits back in the corner of the counter with the curved back."	1/8/2014	20140108	2	1.002457002	1.272222222	3	1	2.487764127		20140108	2	5	2.487764127																				
US	10790128	R3ALI4LCVYF0P1	B005GSZB9Q	771401205	"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white"	Major Appliances	5	1	1	N	Y	Great Product	We needed to create a little more space on the kitchen counter and this unit was perfect.  Nice looking machine and tucks into a corner.  Would recommend to others.	1/8/2014	20140108	1	1.001228501	2.390625	4	2	7.043016737		20140108	3	5	7.043016737																				
US	52135273	R3GVR7JL38HGCD	B005GSZB3M	109226352	whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave	Major Appliances	4	2	2	N	Y	As others have said...	"We don't use a microwave all that much and didn't want to invest counter space in one.<br /><br />With a teenager who is now heating things up for himself, it made sense to get one and this small-footprint model seemed to be a good fit.  It handles our largest dinner plate and seems to heat things well.  It is s little taller than it looks in the picture, but it fits our family's needs quite well."	1/9/2014	20140109	2	1.002457002	1.390625	0	1.5	0.627318796		20140109	4	4	0.627318796																				
US	28026866	RUBOK7O88DIKI	B005GSZB9Q	771401205	"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white"	Major Appliances	5	3	3	N	Y	Best small microwave!	"We needed a small microwave when we moved into a small condo with very little counter space. Most of the reviews said this was the perfect solution and it is. It takes up very little room, plus it fits easily into a corner. It has a rotating glass tray that holds a standard size dinner plate. It's tall enough to fit a 16 ounce mug with room to spare, but it is shorter than many standard microwaves. It has digital controls that are very simple but work just fine. We're older and actually really appreciate that simplicity. Some things take longer to cook but not by much.<br />If you want all the bells and whistles and to be able to zap things quickly, this is not the microwave for you. On the other hand, if you need a smaller microwave that is easy to use and very sturdy I definitely recommend this one. We love it!"	1/12/2014	20140112	3	1.003685504	0.919166667	1.71875	1.5	2.2264881		20140112	5	5	2.2264881																				
US	18259562	R3CM5ODB9W18L7	B0052G51AQ	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	3	8	10	N	Y	Good and bad	"The price can't be beat, and it has only the features I wanted.  However, it's noisy, and the door is difficult to open.  I practically have to punch the toggle or hold the unit with my left hand, while I push on the switch with my right.  I'm hoping this gets easier over time."	1/13/2014	20140113	6	1.007371007	-0.214285714	2.78E-16	1	-0.064759565		20140113	6	3	-0.064759565																				
US	10287626	R2LJRIVX8BEZ95	B0055UBB4O	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	2	4	N	Y	super in a small size	all the feturers of the big microwaves in a compact size<br />the handle makes it easy to open without spilling food	1/14/2014	20140114	0	1	0.722222222	0.208333333	1	0.3625		20140114	7	4	0.3625																				
US	47902616	R4HWP8PKM1MN4	B004NXUJ60	523301568	microwave cavity paint 98qbp0302	Major Appliances	5	2	2	N	Y	great product	This is a great product  Fixed my microwave like it was brand new  I would highly recommend it to anyone who has some paint chipping off the sides or top of their microwave	1/15/2014	20140115	2	1.002457002	1.696363636	4	2	6.634078174		20140115	8	5	6.634078174																				
US	23595452	R2XFK5PNK6M6SS	B00DUZ8LBW	930071734	ge microwave oven magnetron and diode kit om75p (10) part # wb27x10017	Major Appliances	5	1	2	N	Y	Did the trick!	Made my 2005 Manufactured GE Spacemaker XL1800 work like new (man! there are a lot of different shells for the XL1800 depending on the year it was made!)! There was a small round diode-like item attached with 2-screws to the side of the original unit and not on the replacement. Simply moving this to the same location on the replacement and connecting things back up did the trick! I also replaced the small included diode that connects to the capacitor...why not? It was there.<br /><br />The whole deal took 2 1/2 hours start to finish - including remounting the unit above the range and going over to a neighbor (thanks neighbor!) to get help removing and remounting the microwave. Lots of videos on the web to help you along the way. Be patient and keep track of your screws!	1/16/2014	20140116	0	1	0.149147727	0	2	0.089488636		20140116	9	5	0.089488636																				
US	22367891	RZ9MBA5BZUHVY	B005GSZB9Q	771401205	"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white"	Major Appliances	5	7	8	N	Y	OMG! This thing is a knockout!!	"We've had the big 'ol &#34;over-the-range massive GE microwave that was powerful enough to cook a buffalo and was big enough to fit the beast inside but, when we redesigned our kitchen and put in a new pro-style stove and an elegant curved glass vent over it, that oversized radar box had to go! But what to get to replace it? Looked at all the allegedly compact countertop units and rejected every one of them -- &#34;compact&#34; they were not!<br /><br />And then we found this Whirlpool TV set, er, I mean microwave! Whomever designed this deserves a Nobel Prize for peace, physics and common sense!! It looks just like a cute little old school TV set. Imagine that! A cute microwave oven! But what's even better is how this thing disappears right into the corner of our new countertop. Somehow they figured out how to use the corner to their design advantage and here's the best: you can place a full-size 11&#34; dinner plate inside! How'd they do that??!!<br /><br />Negatives? Nothing terrible. Yes, it's only 750 watts vs the 1200 of our former &#34;beast-master&#34; machine but, as another reviewer said, just 'cause it fits a turkey and has the power to cook it doesn't mean ya should!! We use our microwave for vegetables, eggs, liquids, popcorn -- all of which the new cute Whirlpool TV/microwave thingee will do just fine. Takes an extra 15-30 seconds because of the lower power. That just gives me a little extra time to stare at this awesome box and marvel at how truly cool it is.<br /><br />And speaking of boxes, this is serious out-of-the-box thinking about appliances and how they fit into our lifestyles. Major kudos to Whirlpool for taking the initiative to see things a little different. Steve Jobs would have loved this microwave -- form and style perfectly matched with function. It's time for you other lazy manufacturers to up your game.<br /><br />Bottom line? Outstanding microwave!"	1/19/2014	20140119	6	1.007371007	0.726843128	0	2	0.439320416		20140119	10	5	0.439320416																				
US	15941495	R3OW21UERO3YBZ	B005GSZB7I	827502283	"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd"	Major Appliances	5	4	4	N	Y	Fantastic space saver I was looking for!!!	"Oh my gosh!!! This is fantastic!! It saved sooooo much counter space. We have a family of 3 and it suits us perfectly. I had one of the big stainless microwaves, just took up so much counter space.<br />Only down side is you cannot type in a specific time for something to heat. You press the start button and it's automatic 30 seconds (press twice, 60...and so on) now that it's been a few weeks, I don't really miss the number bad. I'd rather save the space!!"	1/19/2014	20140119	4	1.004914005	0.486111111	3.90625	2	5.788723383		20140119	11	5	5.788723383																				
US	17736240	R2EZWEW7PXCVTU	B004NXUJ60	523301568	microwave cavity paint 98qbp0302	Major Appliances	5	0	1	N	Y	Touch up	Just needed for a touch up<br />But works great!  Will keep<br />On hand if see another chip<br />To be fixed	1/21/2014	20140121	-1	0.998771499	2.75	0	1.5	1.23597973		20140121	12	5	1.23597973																				
US	37295145	R7JYVC5V7H01R	B005GSZB9Q	771401205	"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white"	Major Appliances	4	5	5	N	Y	Just what I wanted	"This microwave isn't perfect but it's perfect for me. Some folks would think it's a little loud, both while running and the beeper. It takes a little longer to heat than larger units but that's to be expected. Those are minor issues for me. It's just the right size and fits nicely in the dead space of a corner. Has freed up counter top space. It heats frozen food just fine and that's all I use it for. If I were asked what needs improving, I'd like to be able to key in the heating time rather than push the button up and down. And backlighting for the buttons. Overall, it fits my needs."	1/21/2014	20140121	5	1.006142506	1.035830999	0	1	0.312658079		20140121	13	4	0.312658079																				
US	39591584	RQMJZE05H42DY	B005GSZB7I	827502283	"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd"	Major Appliances	5	2	2	N	Y	Love this microwave!	Love this microwave! It heats food & drink up fast. I LOVE LOVE LOVE the compact size! Counter top clutter is one of my pet peeves~so this definitely opens up some counter space. It's so cute too!	1/23/2014	20140123	2	1.002457002	2.234375	3.125	1.5	4.297251227		20140123	14	5	4.297251227																				
US	19092946	R2JEJAMVBRMB16	B005GSZB7I	827502283	"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd"	Major Appliances	4	1	1	N	Y	Compact and Efficient	Love this new Microwave; fits perfectly on my small counter and is very efficient for what I need; heating a cup or my heat pad... The only negative I have is that the plastic cover on the bottom front panel is starting to deteriorate already and I've only had it a couple of months... Otherwise love it!	1/28/2014	20140128	1	1.001228501	0.506313131	0	1.5	0.228120812		20140128	15	4	0.228120812																				
US	6383494	R3JM24X0EN9YDC	B005GSZB9Q	771401205	"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white"	Major Appliances	4	2	2	N	Y	nice little microwave	Purchased this microwave for my husband's semi truck.  It would not run on the large inverter installed in the truck.  Fought with it for several days until I decided it would work great here at home!!  I love that it takes up so little room on my counter.  It's perfect for the one or two person household!!	1/29/2014	20140129	2	1.002457002	2.105654762	1.03125	1.5	2.035345734		20140129	16	4	2.035345734																				
US	52956739	R36NXL60OBCP1H	B005GSZB7I	827502283	"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd"	Major Appliances	5	2	2	N	Y	Excellent for small space	This small microwave does everything you need even without lots of bells and whistles.  It fits a corner if necessary and does as good a job as a larger microwave.  It's easy to clean.  I'm so pleased with my decision.	2/5/2014	20140205	2	1.002457002	1.25	1.875	1	1.691646191		20140205	17	5	1.691646191																				
US	14943322	R2S78J70CDQK3H	B005GSZB9Q	771401205	"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white"	Major Appliances	5	2	2	N	Y	Nice little unit	"This microwave is excellent for the small household and the person who does not do complex cooking.  It's full-plate size, fine for heat-ups and smaller casserole dishes.  Best of all is the way it fits into a corner.  Yes it takes up space, is not &#34;tiny&#34; but fits under cabinets and leaves you more counter space.  Controls are easy to set.  Haven't had a microwave in years, and somebody suggested this.  I'm happy with it."	2/11/2014	20140211	2	1.002457002	2	1.03125	1.5	1.987684274		20140211	18	5	1.987684274																				
US	24630127	REJSE007FGB2H	B005GSZB7I	827502283	"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd"	Major Appliances	5	3	3	N	Y	Does the trick	It microwaves leftovers and it fits in the corner with a relatively small footprint.  That's all I ask from it.  Wish it came with a low profile plug but I figured out a way to make it work.	2/12/2014	20140212	3	1.003685504	-0.625	0	2	-0.376382064		20140212	19	5	-0.376382064																				
US	31215954	R1P4474IKHU51N	B0052G14E8	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	61	71	N	Y	Good microwave for small kitchens and as for the price	"The microwave is really OK as for the price; if you don't need to have a 'fancy', big microwave and you use it basically just to warm up dishes - it's perfect!<br />I tried also to thaw meat there or prepare popcorn - it also works well.<br />CONS: a little bit noisy when it's ending preparation; popcorn button doesn't work well - program need to be chosen repeated to make sure popcorn is popped<br />PROS: easy to use; small; built-in kitchen timer; cheap"	2/13/2014	20140213	51	1.062653563	1.247395833	1.125	1	1.234504569		20140213	20	4	1.234504569																				
US	31084109	R2NIN11WLAEUNE	B005GSZB9Q	771401205	"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white"	Major Appliances	2	4	4	N	Y	Broken after 4 months	"I like the form, fits well in the corner of our counter.  Fairly weak strength but adequate for heating up a bowl of food.  Biggest issue is that it is now DEAD! after only 4 months of use.  Still trying to get Whirlpool to fix or replace it but customer service has not been stellar.  Day 5 after contacting them but still trying to reach the person I need."	2/19/2014	20140219	4	1.004914005	-0.041666667	-2	1	-1.419441032		20140219	21	2	-1.419441032																				
US	52656966	RW3LUJP65YQ6L	B005GSZB7I	827502283	"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd"	Major Appliances	5	2	2	N	Y	compact and great	"Microwave that takes half of the space of the previous, fits in the corner and don't interfere with wi-fi!<br />Putting the magnetron beneath the microwave made it compact."	2/20/2014	20140220	2	1.002457002	-0.833333333	4	1	2.556265355		20140220	22	5	2.556265355																				
US	50887996	R5J87FRLU1U8R	B005GSZB3M	109226352	whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave	Major Appliances	1	2	3	N	Y	Not working right	The microwave is sparking while heating we are sending it back for a replacement will hope it works this time	2/21/2014	20140221	1	1.001228501	0	1.428571429	1	1.001228501		20140221	23	1	1.001228501																				
US	26632440	R1W99WVF5JEK9T	B00DUZ8LBW	930071734	ge microwave oven magnetron and diode kit om75p (10) part # wb27x10017	Major Appliances	4	0	0	N	Y	GE Microwave Oven Magnetron and Diode Kit OM75P Solved my Issues	The parts were just what was needed. They were the correct part as identified. There was no variations and therefore installed just like the parts that were removed. Have been working just fine since installed.	2/22/2014	20140222	0	1	2.083333333	0	1.5	0.9375		20140222	24	4	0.9375																				
US	25546248	R3QAYNVKOBFL3F	B004NXUJ60	523301568	microwave cavity paint 98qbp0302	Major Appliances	5	0	0	N	Y	Great product!	"I really thought our built-in microwave was going to have to be replaced, because of the paint pealing away and rust forming where exposed.  To my amazement this inexpensive product solved my problem with ease.  Remember to have area well vented to the outside and to use a mask.  By using many light sprays you will prevent runs."	2/25/2014	20140225	0	1	1.375	5	1	3.9125		20140225	25	5	3.9125																				
US	14080081	R1SWYOR5NMC2IL	B005GSZB9Q	771401205	"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white"	Major Appliances	1	0	6	N	Y	Horrible!	"Had to return it , received less than half the $ I paid for it.  Bulky, odd shape very difficult to find suitable space for it. Like I had an old TV on my counter. UGLY very .ugly"	3/1/2014	20140301	-6	0.992628993	-0.625	-5	1	-3.660319412		20140301	26	1	-3.660319412																				
US	34136533	R1S1P0HL8FOTK9	B00DUZ8LBW	930071734	ge microwave oven magnetron and diode kit om75p (10) part # wb27x10017	Major Appliances	5	0	0	N	Y	As described	Part is as described. Arrived in a timely fashion. Installation was easy. Direct replacement for the magnetron in our 10 year old GE spacemaker. Microwave is working again!	3/1/2014	20140301	0	1	1.097222222	0	1.5	0.49375		20140301	27	5	0.49375																				
US	41633627	R1YD2YPDBAX3XH	B00DUZ8LBW	930071734	ge microwave oven magnetron and diode kit om75p (10) part # wb27x10017	Major Appliances	5	0	0	N	Y	great!	"i was going to replace the microwave, checked it out and found it was the magnetron. ordered this, delivered FAST, fixed it for under a 100 bucks!"	3/1/2014	20140301	0	1	0.8125	5	1	3.74375		20140301	28	5	3.74375																				
US	42574653	R1E870QQGMHIG0	B008MD2RH6	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	9	12	N	Y	Nice for the money.	"I bought this microwave to fit into a cabinet. So the measurments were most important to me. Other than that, it has everything I want in a microwave oven. Full size to fit big plates. The carousel works great. Easy controls. Several one push buttons for 1min, 2min, 3min, even a 30 sec button. Readouts  are very bright and easy to see. The only problem is the cabinet. When I got this via UPS, it was packed inside of a plain brown box. Inside that box was the box that the microwave was shipped in. In that box was a full surround of think styrofoam blocks along with some plastic and paperwork. When I took it out of all the wrapping, the cabinet was loaded with dents and one side was slightly collapsed. I don't know how this could have happened unless it was done before shipping. But, why would they ship something they knew was so beat up? The only reason I can think of is......people buy them to put in cabinets like I did. I paid 99.00. Great working microwave. Terrible cabinet."	3/4/2014	20140304	6	1.007371007	1.042678571	3	1	2.430588363		20140304	29	4	2.430588363																				
US	43860004	R15QDMH9BCIO1A	B005GSZB9Q	771401205	"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white"	Major Appliances	5	0	0	N	Y	My favorite microwave	"I was going to say despite its size, this is a wonderful microwave, but then I think the small size is the best part!  I bought it for my small kitchen, and it's not only adorable, it's a kick ass machine.  Love it!"	3/4/2014	20140304	0	1	1.875	2.5	2	4.625		20140304	30	5	4.625																				
US	47340523	RA52BNOP5RSGS	B0052G14E8	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	345	374	N	Y	Great Space Saver	"I have a small kitchen and my old microwave was a full sized microwave that took up a large amount of cabinet space and seemed out of place because of its size.  Shopped around and found this smaller sized unit but was hesitant because it is 700 watts while my old unit was 1000 watts.  However, I have found that cooking time in this unit is insignificantly longer than the old microwave.  A few second for most things.  I don't actually cook in it but use it for warming left overs or frozen snacks, etc.  For my use it is perfect and it is an attractive addition to my kitchen rather than a huge distraction.  If you need a smaller sized microwave, I highly recommend this one."	3/6/2014	20140306	316	1.388206388	0.96302521	4	2	8.576082422		20140306	31	5	8.576082422																				
US	15373248	R3DB1N7TM3YUFD	B004NXUJ60	523301568	microwave cavity paint 98qbp0302	Major Appliances	5	2	2	N	Y	Saved Me a Packet	"My microwave was rusting out badly and it is an undercabinet attached microwave.  I didn't want to have to buy a new one to fit in that small spot and I didn't want to have to remove the microwave to paint it.  So in a couple of hours, I cleaned the microwave (directions online), covered all surfaces from overspray, and used this paint.  Now I have a new microwave and I keep a clean sock filled with rice in it when it is not being used.  The rice absorbs the moisture so the microwave won't rust again.  I am very happy."	3/7/2014	20140307	2	1.002457002	0.930871212	0	1	0.279947509		20140307	32	5	0.279947509																				
US	46178725	R35I3RETO99ZYO	B004NXUJ60	523301568	microwave cavity paint 98qbp0302	Major Appliances	3	2	2	N	Y	MICROWAVE CAVITY PAINT 98QBP03	"I scraped and cleaned the area really we'll as per instructions, but found that the paint started to peel again after three weeks"	3/11/2014	20140311	2	1.002457002	1	0	1.5	0.451105651		20140311	33	3	0.451105651																				
US	33357790	R1E4LIGOERRALZ	B005GSZB3M	109226352	whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave	Major Appliances	4	0	0	N	Y	Serious Little Microwave	This will fit in a small place and has room for a full size dinner plate. It is very sturdy and well made. You could go to Walmart and get a 40 dollar microwave and that might fit the bill. But this will last.	3/11/2014	20140311	0	1	0.916666667	-1.302083333	1	-0.636458333		20140311	34	4	-0.636458333																				
US	23283986	R1D0GYZHUFLTUH	B0052G14E8	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	95	106	N	Y	College Kid	I bought this microwave for my college dorm room and their isn't a day that goes by that I regret it!<br /><br />This microwave is relatively quiet and very easy to clean. It is also the perfect amount of watts to keep the university off my back!	3/15/2014	20140315	84	1.103194103	1.93	0	1.5	0.958124078		20140315	35	5	0.958124078																				
US	41019586	R14FIJZSD3YTKU	B004NXUJ60	523301568	microwave cavity paint 98qbp0302	Major Appliances	5	0	1	N	Y	Paint saves a perfectly good microwave	She Who Must Be Obeyed was ready to throw the microwave out as the interior was beginning to flake.  A little sand paper and paint and she welcomed it back into Her kitchen.  It feels good to go one up on this disposable society.	3/15/2014	20140315	-1	0.998771499	0.890625	3.5	1	2.713849432		20140315	36	5	2.713849432																				
US	30537183	R3BXLL7EK43Q2L	B007V7G5TU	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	4	5	N	Y	I was scared at first	"It is listed as stainless steel, but a magnet stuck tight to it.  This is not typical of stainless-not this much attraction.  Research through  Google showed some stainless is magnetic.  I knew this, but the attraction seemed too strong.Was this a stainless steel coating over iron-I do not know.<br /><br />The microwave has worked very well for me, I have no complaints.<br />Caution: Some cleaners can pit S.S. Amonia should NEVER be used on stainles!  IF-IF it was a S.S. coating and a PIT GOES to  TO THE IRON!<br /><br />My experience has been with microwaves that have the white enamel coating inside.  The coating starts to seperate  from the metal shell and fall into your food.  You remove it until it is almost all gone, leaving the exposed metal shell to rust.  This has happened to me several times.<br /><br />I am very pleased with the Danby Designer from Amazon."	3/16/2014	20140316	3	1.003685504	0.802380952	1.25	1	1.119826255		20140316	37	5	1.119826255																				
US	41494404	RC0EZ7O95UEU6	B005GSZB3M	109226352	whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave	Major Appliances	2	2	3	N	Y	It works good	"But I don't like the fact that it doesn't have numbers, I always go over the time I need or it takes too long if I do it manually. It's also too small to fit large plates...."	3/16/2014	20140316	1	1.001228501	0.392857143	3.5	2	5.142023516		20140316	38	2	5.142023516																				
US	29151263	RLG9RZ63N1LCP	B004NXUJ60	523301568	microwave cavity paint 98qbp0302	Major Appliances	5	3	3	N	Y	Saved my Microwave	I had a ring of rust and metal on the bottom of my microwave oven.  My husband just wanted to buy a new oven but I had already ordered this product.  I worked great.  I followed direction I found online and my oven is like new again!	3/18/2014	20140318	3	1.003685504	1.84469697	0	1	0.555448682		20140318	39	5	0.555448682																				
US	5928046	R1NG8R3QR942T5	B0052G14E8	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	0	1	N	Y	Pretty good	Purchased this ... Good for the price can't complain . I would recommend this to a friend if you need a simple small microwave !	3/22/2014	20140322	-1	0.998771499	0.645833333	2.375	1	1.853969595		20140322	40	4	1.853969595																				
